sample_index,label,time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,accel_mag,gyro_mag,wobble
16,Hammer,349,-0.6986,0.0474,0.9142,216.55,-47.24,-24.05,-43.0,27.0,-32.0,1.1515,222.95,False
17,Hammer,375,-0.755,0.1085,0.8553,271.85,-48.4,-2.14,-43.0,27.0,-32.0,1.146,276.13,False
18,Hammer,394,-0.7886,0.0927,0.8312,256.04,-44.25,22.71,-43.0,27.0,-32.0,1.1495,260.83,False
19,Hammer,414,-0.787,0.0415,0.7894,219.6,-35.83,43.21,-43.0,27.0,-32.0,1.1155,226.67,False
20,Hammer,440,-0.7262,0.0055,0.6769,197.81,-31.56,46.75,-43.0,27.0,-32.0,0.9928,205.7,False
21,Hammer,462,-0.7319,0.0299,0.5269,198.06,-30.64,40.41,-47.0,26.0,-49.0,0.9023,204.45,False
22,Hammer,480,-0.7966,0.04,0.2966,181.21,-7.32,51.15,-47.0,26.0,-49.0,0.851,188.44,False
23,Hammer,505,-0.9006,-0.069,0.2346,141.36,28.02,71.66,-47.0,26.0,-49.0,0.9332,160.94,False
24,Hammer,524,-0.7975,-0.2476,0.2968,91.98,54.69,77.76,-47.0,26.0,-49.0,0.8862,132.28,False
25,Hammer,544,-0.6998,-0.375,0.4108,77.15,55.24,56.95,-47.0,26.0,-49.0,0.8939,110.66,False
26,Hammer,570,-0.6953,-0.4283,0.5588,125.12,36.68,22.64,-47.0,22.0,-55.0,0.9896,132.34,False
27,Hammer,591,-0.8752,-0.4418,0.8092,177.67,18.74,-0.85,-47.0,22.0,-55.0,1.2712,178.66,False
28,Hammer,611,-1.0653,-0.5454,1.8167,201.23,-18.43,-11.41,-47.0,22.0,-55.0,2.1754,202.4,False
29,Hammer,635,-0.8357,-0.7017,2.712,157.78,-95.28,-33.57,-47.0,22.0,-55.0,2.9233,187.34,False
30,Hammer,660,-0.3129,-0.778,3.3948,105.59,-228.94,-88.44,-43.0,22.0,-80.0,3.4968,267.18,False
31,Hammer,680,1.0452,-0.5159,3.8158,83.56,-497.86,-207.03,-43.0,22.0,-80.0,3.9898,545.63,False
32,Hammer,704,2.5267,-0.2207,3.8446,42.85,-680.42,-276.73,-43.0,22.0,-80.0,4.6059,735.79,False
33,Hammer,724,3.9861,-0.2228,3.751,-67.81,-852.54,-297.3,-43.0,22.0,-80.0,5.478,905.43,False
34,Hammer,744,4.0,-0.564,3.4779,-228.94,-1017.15,-224.0,-43.0,22.0,-80.0,5.3305,1066.39,False
35,Hammer,768,3.9778,-0.9524,3.0868,-337.04,-1141.54,-36.56,-39.0,16.0,-104.0,5.1243,1190.82,False
36,Hammer,789,3.9969,-1.4655,2.7626,-246.7,-1210.63,191.28,-39.0,16.0,-104.0,5.0749,1250.23,False
37,Hammer,814,4.0,-2.7233,-0.8121,375.73,-1342.71,408.94,-39.0,16.0,-104.0,4.9067,1453.02,False
38,Hammer,834,3.9996,-1.4088,-4.0,914.55,-1324.34,153.81,-39.0,16.0,-104.0,5.8294,1616.77,False
39,Hammer,855,4.0,3.0334,-4.0,1037.41,-547.67,-478.09,-32.0,-2.0,-116.0,6.4189,1266.78,False
40,Hammer,881,4.0,3.8804,-3.9381,668.03,1159.36,-367.43,-32.0,-2.0,-116.0,6.8239,1387.58,False
41,Hammer,900,4.0,2.0502,-1.0562,87.65,2000.0,110.05,-32.0,-2.0,-116.0,4.6172,2004.94,False
42,Hammer,921,4.0,0.8855,0.0002,27.59,2000.0,9.58,-32.0,-2.0,-116.0,4.0968,2000.21,False
43,Hammer,946,1.4154,0.1831,-3.1072,431.52,1993.84,-73.12,-32.0,-2.0,-116.0,3.4193,2041.31,False
44,Hammer,968,1.6307,0.0325,-3.1854,269.84,2000.0,193.24,-43.0,-6.0,-54.0,3.5787,2027.35,False
45,Hammer,992,1.2134,-0.4406,-3.26,-98.27,2000.0,242.49,-43.0,-6.0,-54.0,3.5063,2017.04,False
46,Hammer,1012,1.0934,-0.7007,-3.0063,-415.47,1999.94,-25.94,-43.0,-6.0,-54.0,3.2748,2042.8,False
47,Hammer,1033,1.2053,-0.24,-2.6876,-271.97,1999.08,-245.91,-43.0,-6.0,-54.0,2.9553,2032.43,False
48,Hammer,1059,1.3915,-0.219,-2.6257,32.47,1998.78,-318.79,-45.0,17.0,-27.0,2.9797,2024.3,False
49,Hammer,1079,1.5195,-0.5945,-2.8309,274.6,1999.27,-189.09,-45.0,17.0,-27.0,3.2675,2026.88,False
50,Hammer,1100,1.4858,-0.5588,-3.1844,263.43,2000.0,26.31,-45.0,17.0,-27.0,3.5582,2017.45,False
51,Hammer,1126,1.1602,-0.3842,-3.1522,-95.7,2000.0,188.9,-45.0,17.0,-27.0,3.3808,2011.18,False
52,Hammer,1146,1.1141,-0.5865,-2.8916,-284.67,2000.0,91.74,-45.0,17.0,-27.0,3.1538,2022.24,False
53,Hammer,1172,1.2871,-0.413,-2.6776,-264.4,1999.63,-98.63,-42.0,32.0,-56.0,2.9995,2019.45,False
54,Hammer,1191,1.5217,-0.5184,-2.7528,-69.46,1999.08,-243.47,-42.0,32.0,-56.0,3.1878,2015.05,False
55,Hammer,1211,1.5004,-0.6407,-2.8616,144.59,1999.15,-227.29,-42.0,32.0,-56.0,3.294,2017.21,False
56,Hammer,1231,1.3545,-0.6658,-3.0889,156.62,2000.0,27.71,-42.0,32.0,-56.0,3.4379,2006.31,False
57,Hammer,1257,1.1178,-0.573,-3.0398,-35.83,2000.0,148.8,-37.0,21.0,-100.0,3.2891,2005.85,False
58,Hammer,1279,1.1328,-0.6576,-2.8313,-204.16,2000.0,117.8,-37.0,21.0,-100.0,3.1196,2013.84,False
59,Hammer,1304,1.442,-0.4421,-2.7103,-180.3,1999.57,-124.94,-37.0,21.0,-100.0,3.1017,2011.57,False
60,Hammer,1324,1.502,-0.3412,-2.8018,-23.62,1999.15,-224.0,-37.0,21.0,-100.0,3.1972,2011.79,False
61,Hammer,1344,1.4369,-0.5024,-2.9956,118.23,1999.27,-189.94,-37.0,21.0,-100.0,3.3602,2011.75,False
62,Hammer,1371,1.2003,-0.5033,-3.0946,127.62,1999.82,-49.8,-34.0,3.0,-113.0,3.3572,2004.5,False
63,Hammer,1392,1.0941,-0.4705,-2.9414,23.44,2000.0,95.4,-34.0,3.0,-113.0,3.1734,2002.41,False
64,Hammer,1417,1.277,-0.4006,-2.7457,-166.81,2000.0,84.17,-34.0,3.0,-113.0,3.0545,2008.71,False
65,Hammer,1437,1.4441,-0.3326,-2.7584,-177.06,1999.76,-70.37,-34.0,3.0,-113.0,3.1313,2008.81,False
66,Hammer,1463,1.469,-0.6174,-2.8522,-69.4,1999.21,-204.53,-46.0,-2.0,-72.0,3.2671,2010.84,False
67,Hammer,1483,1.2396,-0.656,-2.9792,117.8,1999.39,-158.33,-46.0,-2.0,-72.0,3.2929,2009.1,False
68,Hammer,1504,1.1187,-0.4346,-2.931,122.68,2000.0,9.77,-46.0,-2.0,-72.0,3.1672,2003.78,False
69,Hammer,1529,1.1438,-0.4928,-2.817,8.73,2000.0,136.05,-46.0,-2.0,-72.0,3.08,2004.64,False
70,Hammer,1551,1.293,-0.5205,-2.7423,-125.67,2000.0,124.08,-47.0,6.0,-46.0,3.0762,2007.78,False
71,Hammer,1571,1.4485,-0.355,-2.8179,-169.86,1999.63,-104.31,-47.0,6.0,-46.0,3.1882,2009.54,False
72,Hammer,1595,1.39,-0.3665,-2.8896,-60.18,1999.21,-212.34,-47.0,6.0,-46.0,3.2275,2011.35,False
73,Hammer,1614,1.2319,-0.4669,-2.9103,64.58,1999.33,-176.15,-47.0,6.0,-46.0,3.1946,2008.11,False
74,Hammer,1635,1.1376,-0.4199,-2.8693,102.91,1999.94,-27.47,-47.0,6.0,-46.0,3.115,2002.77,False
75,Hammer,1662,1.1777,-0.3812,-2.7925,32.29,2000.0,107.85,-48.0,21.0,-54.0,3.0546,2003.17,False
76,Hammer,1682,1.3876,-0.1516,-2.7692,-92.65,2000.0,112.79,-48.0,21.0,-54.0,3.1011,2005.32,False
77,Hammer,1702,1.4193,-0.2153,-2.8549,-171.51,1999.69,-89.05,-48.0,21.0,-54.0,3.1955,2009.01,False
78,Hammer,1727,1.3496,-0.4139,-2.9016,-86.61,1999.21,-203.61,-48.0,21.0,-54.0,3.2268,2011.41,False
79,Hammer,1747,1.2091,-0.3932,-2.8735,41.56,1999.27,-188.78,-48.0,21.0,-54.0,3.1423,2008.59,False
80,Hammer,1773,1.1398,-0.3293,-2.8052,114.62,1999.82,-57.56,-42.0,25.0,-86.0,3.0457,2003.93,False
81,Hammer,1793,1.2743,-0.3514,-2.7388,20.81,2000.0,117.37,-42.0,25.0,-86.0,3.0411,2003.55,False
82,Hammer,1814,1.3824,-0.3494,-2.7842,-101.32,2000.0,83.01,-42.0,25.0,-86.0,3.1281,2004.28,False
83,Hammer,1839,1.408,-0.4458,-2.8739,-163.27,1999.82,-52.37,-42.0,25.0,-86.0,3.2312,2007.15,False
84,Hammer,1861,1.3218,-0.5238,-2.9174,-119.02,1999.33,-177.25,-42.0,8.0,-99.0,3.2454,2010.7,False
85,Hammer,1885,1.1372,-0.519,-2.7883,47.55,1999.51,-140.32,-42.0,8.0,-99.0,3.0557,2004.99,False
86,Hammer,1904,1.1617,-0.6027,-2.7328,100.83,2000.0,-0.24,-42.0,8.0,-99.0,3.03,2002.54,False
87,Hammer,1924,1.2832,-0.6562,-2.7233,52.19,2000.0,100.59,-42.0,8.0,-99.0,3.0811,2003.21,False
88,Hammer,1944,1.391,-0.6173,-2.7975,-56.7,2000.0,83.07,-42.0,8.0,-99.0,3.1846,2002.53,False
89,Hammer,1969,1.3765,-0.6832,-2.8872,-142.58,1999.94,-30.82,-44.0,1.0,-80.0,3.2707,2005.25,False
90,Hammer,1990,1.2833,-0.7839,-2.8905,-138.61,1999.45,-151.0,-44.0,1.0,-80.0,3.2583,2009.93,False
91,Hammer,2010,1.129,-0.5912,-2.7603,7.63,1999.45,-147.16,-44.0,1.0,-80.0,3.0403,2004.87,False
92,Hammer,2034,1.1699,-0.6018,-2.6913,87.16,1999.88,-36.44,-44.0,1.0,-80.0,2.9956,2002.11,False
93,Hammer,2056,1.2863,-0.8076,-2.7107,86.61,2000.0,64.7,-49.0,9.0,-58.0,3.1072,2002.92,False
94,Hammer,2080,1.3641,-0.874,-2.8083,-1.46,2000.0,74.52,-49.0,9.0,-58.0,3.2422,2001.39,False
95,Hammer,2100,1.3687,-0.7694,-2.8934,-112.0,2000.0,-5.49,-49.0,9.0,-58.0,3.292,2003.14,False
96,Hammer,2120,1.2422,-0.765,-2.8853,-153.56,1999.63,-97.05,-49.0,9.0,-58.0,3.2331,2007.87,False
97,Hammer,2145,1.1382,-0.6564,-2.7181,-54.69,1999.51,-126.28,-49.0,9.0,-58.0,3.019,2004.24,False
98,Hammer,2166,1.202,-0.6775,-2.6375,47.97,1999.76,-66.77,-50.0,19.0,-59.0,2.9766,2001.45,False
99,Hammer,2185,1.3113,-0.8036,-2.6741,93.69,2000.0,10.74,-50.0,19.0,-59.0,3.0848,2002.22,False
100,Hammer,2209,1.3533,-0.8679,-2.7936,40.89,2000.0,46.08,-50.0,19.0,-59.0,3.2232,2000.95,False
101,Hammer,2228,1.3137,-0.8704,-2.8691,-68.18,2000.0,17.46,-50.0,19.0,-59.0,3.2734,2001.24,False
102,Hammer,2249,1.2319,-0.8556,-2.8582,-151.67,1999.69,-85.75,-50.0,19.0,-59.0,3.2278,2007.27,False
103,Hammer,2273,1.1737,-0.7302,-2.6904,-84.78,1999.57,-116.7,-49.0,18.0,-74.0,3.0248,2004.77,False
104,Hammer,2294,1.2235,-0.71,-2.6396,26.67,1999.69,-88.68,-49.0,18.0,-74.0,2.9948,2001.84,False
105,Hammer,2319,1.2931,-0.7715,-2.6785,91.98,1999.94,-27.28,-49.0,18.0,-74.0,3.0727,2002.24,False
106,Hammer,2338,1.3395,-0.7677,-2.7842,59.63,2000.0,17.27,-49.0,18.0,-74.0,3.1836,2000.96,False
107,Hammer,2359,1.2938,-0.7601,-2.8595,-40.95,2000.0,16.97,-46.0,12.0,-84.0,3.2293,2000.49,False
108,Hammer,2384,1.1786,-0.7903,-2.7836,-146.12,1999.82,-47.55,-46.0,12.0,-84.0,3.1244,2005.71,False
109,Hammer,2404,1.1793,-0.7778,-2.6813,-105.71,1999.69,-86.0,-46.0,12.0,-84.0,3.0307,2004.33,False
110,Hammer,2425,1.2373,-0.8137,-2.6357,-3.91,1999.69,-91.0,-46.0,12.0,-84.0,3.0233,2001.77,False
111,Hammer,2449,1.2883,-0.8636,-2.6741,76.54,1999.82,-57.37,-46.0,12.0,-84.0,3.0913,2002.1,False
112,Hammer,2471,1.2965,-0.913,-2.7776,68.85,2000.0,-14.28,-49.0,9.0,-77.0,3.1983,2001.24,False
113,Hammer,2496,1.2125,-0.8822,-2.8208,-69.27,2000.0,4.15,-49.0,9.0,-77.0,3.1946,2001.2,False
114,Hammer,2516,1.172,-0.8188,-2.749,-132.45,1999.94,-23.62,-49.0,9.0,-77.0,3.0986,2004.46,False
115,Hammer,2537,1.1996,-0.724,-2.6499,-106.63,1999.76,-62.5,-49.0,9.0,-77.0,2.9975,2003.57,False
116,Hammer,2562,1.2593,-0.7567,-2.6234,-16.54,1999.69,-83.5,-51.0,9.0,-70.0,3.0068,2001.51,False
117,Hammer,2582,1.2726,-0.9066,-2.7126,59.69,1999.76,-70.86,-51.0,9.0,-70.0,3.1305,2001.9,False
118,Hammer,2602,1.2482,-0.8352,-2.7726,30.76,2000.0,-12.15,-51.0,9.0,-70.0,3.1532,2000.27,False
119,Hammer,2628,1.209,-0.7917,-2.7732,-52.98,2000.0,10.13,-51.0,9.0,-70.0,3.1272,2000.73,False
120,Hammer,2648,1.1912,-0.7925,-2.7262,-114.07,2000.0,-1.4,-51.0,9.0,-70.0,3.0788,2003.25,False
121,Hammer,2675,1.2141,-0.7826,-2.6593,-103.64,1999.88,-37.48,-49.0,9.0,-75.0,3.0263,2002.91,False
122,Hammer,2694,1.2677,-0.792,-2.6366,0.43,1999.69,-82.64,-49.0,9.0,-75.0,3.0308,2001.4,False
123,Hammer,2715,1.2556,-0.8107,-2.6973,42.85,1999.76,-72.88,-49.0,9.0,-75.0,3.0837,2001.54,False
124,Hammer,2737,1.2202,-0.7527,-2.7437,24.84,1999.88,-36.62,-49.0,9.0,-75.0,3.0957,2000.37,False
125,Hammer,2759,1.1869,-0.7104,-2.7361,-34.79,2000.0,-2.26,-49.0,10.0,-68.0,3.0659,2000.3,False
126,Hammer,2784,1.2015,-0.6868,-2.6763,-95.76,2000.0,-11.84,-49.0,10.0,-68.0,3.0129,2002.33,False
127,Hammer,2805,0.8887,-1.4979,1.9199,515.38,1716.37,-290.47,-49.0,10.0,-68.0,2.5922,1815.46,False
128,Hammer,2826,-1.1201,-0.183,0.0487,1435.85,848.88,-196.78,-49.0,10.0,-68.0,1.136,1679.58,False
129,Hammer,2852,0.282,0.9148,-0.9241,1144.65,506.35,588.87,-49.0,10.0,-68.0,1.3305,1383.25,False
130,Hammer,2873,-1.3788,-0.4398,0.8517,310.49,168.88,936.34,-20.0,10.0,-140.0,1.6792,1000.83,False
131,Hammer,2892,-3.7649,-0.9541,-0.5447,292.85,-120.24,513.98,-20.0,10.0,-140.0,3.9219,603.65,False
132,Hammer,2917,-2.5723,-2.4712,-2.2468,475.71,-184.45,380.55,-20.0,10.0,-140.0,4.2156,636.51,False
133,Hammer,2937,-1.5555,-0.8508,-2.5759,513.0,58.53,154.3,-20.0,10.0,-140.0,3.1271,538.89,False
134,Hammer,2960,0.2733,-0.2045,-0.8639,269.41,163.45,-11.96,5.0,8.0,-154.0,0.9289,315.34,False
135,Hammer,2980,-0.1682,-0.3201,-1.3535,134.28,242.13,-134.7,5.0,8.0,-154.0,1.401,307.9,False
136,Hammer,3001,-0.9703,-0.355,-1.6781,91.92,359.07,-189.51,5.0,8.0,-154.0,1.9707,416.29,False
137,Hammer,3027,-2.1124,-1.3574,-2.887,0.43,499.33,-210.14,5.0,8.0,-154.0,3.8262,541.75,False
138,Hammer,3048,0.1206,-1.345,-0.9689,-160.83,544.92,-208.44,5.0,8.0,-154.0,1.662,605.19,False
139,Hammer,3075,0.5945,-0.4479,-2.8,-57.74,341.92,-114.14,4.0,26.0,-145.0,2.8973,365.06,False
140,Hammer,3095,-2.9915,-1.2955,1.3041,190.98,-393.55,112.12,4.0,26.0,-145.0,3.5111,451.59,False
141,Hammer,3116,-3.9999,-2.0039,-1.3655,-9.7,-65.06,574.34,4.0,26.0,-145.0,4.6775,578.1,False
142,Hammer,3136,-3.1635,-0.6053,-2.567,-202.64,235.72,731.69,4.0,26.0,-145.0,4.1187,794.98,False
143,Hammer,3163,-2.2439,0.8794,-3.319,-82.82,170.84,497.01,-7.0,30.0,-140.0,4.1017,532.04,False
144,Hammer,3184,-0.0853,-0.1462,-1.8397,-94.6,123.78,-423.03,-7.0,30.0,-140.0,1.8475,450.81,False
145,Hammer,3209,-0.7659,-0.3558,-3.4767,185.91,-66.53,-115.97,-7.0,30.0,-140.0,3.5778,228.99,False
146,Hammer,3231,0.2216,0.2628,-2.5946,213.01,-273.99,44.92,-7.0,30.0,-140.0,2.6173,349.94,False
147,Hammer,3252,-0.374,-0.1057,-0.5845,67.93,-261.41,-15.93,-7.0,30.0,-140.0,0.7019,270.57,False
148,Hammer,3278,-0.8635,-0.3286,0.2526,-170.72,-55.79,-191.96,1.0,22.0,-145.0,0.9578,262.87,False
149,Hammer,3299,-0.8846,-0.2363,-0.4193,-201.97,72.39,-217.83,1.0,22.0,-145.0,1.0071,305.75,False
150,Hammer,3324,-0.548,-0.7285,-1.0131,-200.68,199.77,-273.74,1.0,22.0,-145.0,1.3628,393.85,False
151,Hammer,3344,-0.3059,-0.799,-1.2598,-192.26,178.04,-247.68,1.0,22.0,-145.0,1.5228,360.57,False
152,Hammer,3365,0.1208,-0.7565,-0.9856,-145.26,83.13,-181.09,-3.0,28.0,-134.0,1.2483,246.59,False
153,Hammer,3391,0.4464,-0.7686,-1.072,-111.39,-32.53,-134.22,-3.0,28.0,-134.0,1.3925,177.43,False
154,Hammer,3410,0.2815,-0.7467,-1.1416,-108.7,-123.6,-109.13,-3.0,28.0,-134.0,1.3929,197.49,False
155,Hammer,3431,-0.2079,-0.7428,-0.9117,-150.15,-164.25,-106.51,-3.0,28.0,-134.0,1.1943,246.71,False
156,Hammer,3456,-0.3464,-0.462,-0.7236,-199.77,-185.18,-107.97,-3.0,28.0,-134.0,0.9258,293.01,False
157,Hammer,3477,-0.4929,-0.1775,-0.6934,-189.88,-193.05,-87.52,-9.0,20.0,-146.0,0.869,284.58,False
158,Hammer,3497,-0.9235,-0.0261,-0.7358,-166.87,-192.93,-85.08,-9.0,20.0,-146.0,1.1811,268.9,False
159,Hammer,3521,-0.9758,-0.1334,-0.777,-129.76,-173.46,-82.95,-9.0,20.0,-146.0,1.2545,231.96,False
160,Hammer,3541,-0.6991,-0.1956,-0.8108,-77.03,-148.74,-54.63,-9.0,20.0,-146.0,1.0883,176.19,False
161,Hammer,3568,-0.4241,-0.2471,-0.8011,-37.35,-136.96,-34.18,-12.0,13.0,-142.0,0.9395,146.02,False
162,Hammer,3590,-0.4664,-0.3878,-0.9199,-48.95,-129.27,-80.32,-12.0,13.0,-142.0,1.1019,159.87,False
163,Hammer,3611,-0.5261,-0.3943,-0.8928,-56.4,-107.42,-105.1,-12.0,13.0,-142.0,1.1088,160.52,False
164,Hammer,3636,-0.4784,-0.441,-0.7346,-36.74,-82.89,-82.03,-12.0,13.0,-142.0,0.9813,122.27,False
165,Hammer,3658,-0.5428,-0.585,-0.7738,-50.17,-74.46,-85.21,-16.0,14.0,-143.0,1.1116,123.78,False
166,Hammer,3678,-0.8054,-0.6149,-0.9406,-78.43,-52.0,-96.74,-16.0,14.0,-143.0,1.3825,134.96,False
167,Hammer,3704,-0.9028,-0.5908,-1.0083,-67.02,-11.6,-66.35,-16.0,14.0,-143.0,1.4768,95.01,False
168,Hammer,3724,-0.6313,-0.5415,-0.8263,-47.85,19.53,-25.7,-16.0,14.0,-143.0,1.1724,57.72,False
169,Hammer,3746,-0.3876,-0.494,-0.7812,-61.04,25.39,-6.71,-16.0,14.0,-143.0,1.0023,66.45,False
170,Hammer,3771,-0.1984,-0.4465,-0.6947,-99.49,14.04,-20.69,-19.0,15.0,-137.0,0.8493,102.58,False
171,Hammer,3792,-0.2261,-0.311,-0.589,-138.49,2.01,-43.7,-19.0,15.0,-137.0,0.7034,145.23,False
172,Hammer,3817,-0.3088,-0.2223,-0.4277,-164.37,-1.65,-60.3,-19.0,15.0,-137.0,0.5725,175.09,False
173,Hammer,3837,-0.3018,-0.219,-0.3937,-165.65,0.92,-52.43,-19.0,15.0,-137.0,0.5422,173.75,False
174,Hammer,3859,-0.2502,-0.1813,-0.3785,-148.32,0.73,-35.89,-29.0,17.0,-124.0,0.4886,152.6,False
175,Hammer,3883,-0.243,-0.1852,-0.3663,-126.16,4.15,-24.05,-29.0,17.0,-124.0,0.477,128.5,False
176,Hammer,3904,-0.2764,-0.2311,-0.402,-116.27,16.66,-19.59,-29.0,17.0,-124.0,0.5398,119.08,False
177,Hammer,3925,-0.2399,-0.3215,-0.3818,-102.11,24.17,-9.4,-29.0,17.0,-124.0,0.5538,105.35,False
178,Hammer,3951,-0.1764,-0.4617,-0.4838,-83.68,22.46,-0.49,-29.0,17.0,-124.0,0.6916,86.64,False
179,Hammer,3973,-0.2004,-0.5782,-0.5436,-63.96,21.61,13.92,-35.0,15.0,-116.0,0.8185,68.93,False
180,Hammer,3993,-0.4291,-0.7556,-0.6516,-38.39,36.87,13.92,-35.0,15.0,-116.0,1.0861,55.01,False
181,Hammer,4017,-0.7668,-0.9261,-0.8834,-24.54,52.25,-17.15,-35.0,15.0,-116.0,1.4921,60.21,False
182,Hammer,4038,-0.8987,-1.0471,-0.8784,-19.23,49.07,-54.87,-35.0,15.0,-116.0,1.6358,76.08,False
183,Hammer,4064,-0.92,-1.0468,-0.7471,-2.26,13.79,-68.85,-35.0,19.0,-110.0,1.5812,70.25,False
184,Hammer,4084,-1.0759,-1.061,-0.9268,6.29,14.1,-70.5,-35.0,19.0,-110.0,1.7727,72.17,False
185,Hammer,4104,-0.9287,-1.0764,-0.7705,1.83,34.3,-80.32,-35.0,19.0,-110.0,1.6171,87.36,False
186,Hammer,4130,-0.6403,-1.0654,-0.5979,-16.11,44.01,-67.02,-35.0,19.0,-110.0,1.3793,81.78,False
187,Hammer,4150,-0.4113,-1.0045,-0.4812,-42.11,39.61,-24.48,-35.0,19.0,-110.0,1.1873,62.78,False
188,Hammer,4175,-0.2725,-0.8477,-0.3822,-73.43,32.29,18.43,-35.0,21.0,-105.0,0.9689,82.3,False
